cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
03934-000;-23.590534100000003;-46.501667499999996;04140-000;-23.607492699999998;-46.633682799999995
03534-000;-23.5453005;-46.511142299999996;02346-000;-23.4673367;-46.6059169
05577-000;-23.577614699999998;-46.7243724;04134-000;-23.6083611;-46.6219005
08275-000;-23.568724300000003;-46.475454;05019-000;-23.5333315;-46.6812918
05075-000;-23.5213483;-46.7075223;03147-000;-23.596651899999998;-46.5698414
02122-000;-23.5061454;-46.5906823;04710-000;-23.628745300000002;-46.69368720000001
04045-000;-23.609336300000002;-46.63780260000001;04080-000;-23.6072353;-46.661869300000006
03626-000;-23.513355100000002;-46.508798299999995;05103-000;-23.5128232;-46.754237100000005
02521-000;-23.502504300000002;-46.663293200000005;03422-000;-23.5555167;-46.5453017
03572-000;-23.5728721;-46.4983075;02436-000;-23.478164800000002;-46.6340228
08062-000;-23.5085486;-46.473481400000004;02071-000;-23.5036939;-46.609404600000005
03821-000;-23.4890401;-46.5030656;04624-000;-23.629151699999998;-46.6687971
02122-000;-23.5061454;-46.5906823;03514-000;-23.5350463;-46.5207945
02017-000;-23.5000629;-46.6302681;05541-000;-23.5884137;-46.74307659999999
05776-000;-23.6424848;-46.74137279999999;04137-000;-23.6109819;-46.6205609
04833-000;-23.7383177;-46.70028920000001;05798-000;-23.656881100000003;-46.767801399999996
03373-000;-23.5748617;-46.5517619;08473-000;-23.5794706;-46.39410400000001
04165-000;-23.623911399999997;-46.6072005;01307-000;-23.5549068;-46.6554605
04904-000;-23.6702544;-46.735504399999996;03333-000;-23.5552839;-46.5736133
03179-000;-23.544665;-46.58603129999999;05018-000;-23.5348462;-46.6810331
05577-000;-23.577614699999998;-46.7243724;03251-000;-23.6084914;-46.534035100000004
03924-000;-23.6002014;-46.511939700000006;03578-000;-23.558406100000003;-46.505779600000004
01141-000;-23.569398899999996;-46.646620500000004;04536-000;-23.581433399999998;-46.6812093
03125-000;-23.5704815;-46.5876009;03421-000;-23.549727700000002;-46.544165899999996
02537-000;-23.490485500000002;-46.6533609;01152-000;-23.529518799999998;-46.6564836
04270-000;-23.5909812;-46.6132789;04660-000;-23.6612873;-46.679458600000004
03937-000;-23.585983600000002;-46.50101189999999;01311-000;-23.5699548;-46.6462049
08460-000;-23.5459902;-46.4029025;03032-000;-23.5321382;-46.62148679999999
04846-000;-23.7570314;-46.67657;04078-000;-23.606152899999998;-46.6590677
03278-000;-23.5803805;-46.548721;03801-000;-23.5034476;-46.487646000000005
04535-000;-23.590548899999998;-46.6759664;05046-000;-23.530757100000002;-46.6980173
05542-000;-23.5867992;-46.7503093;03156-000;-23.5811754;-46.5698414
03974-000;-23.6146043;-46.483560499999996;05711-000;-23.6110419;-46.7445093
03633-000;-23.529278;-46.5471732;04301-000;-23.6219797;-46.63050629999999
03934-000;-23.590534100000003;-46.501667499999996;01310-000;-23.569398899999996;-46.646620500000004
04195-000;-23.6569719;-46.61322879999999;01322-000;-23.563597;-46.6433796
04024-000;-23.5940537;-46.643601600000004;04268-000;-23.595945999999998;-46.6097896
05577-000;-23.577614699999998;-46.7243724;01424-000;-23.5711412;-46.6580589
04173-000;-23.640203399999997;-46.610412100000005;04145-000;-23.6164129;-46.63158199999999
04054-000;-23.616044;-46.6429234;02927-000;-23.4977187;-46.70245569999999
03633-000;-23.529278;-46.5471732;05617-000;-23.5913355;-46.7211042
03758-000;-23.5045804;-46.50001899999999;02460-000;-23.491554500000003;-46.6364297
03912-000;-23.5815255;-46.522881;04559-000;-23.6130293;-46.6799419
04846-000;-23.7570314;-46.67657;02651-000;-23.4607672;-46.6590677
08151-000;-23.5076249;-46.4044739;05304-000;-23.5244609;-46.7354314
08295-000;-23.547291199999997;-46.45012020000001;04130-000;-23.604414000000002;-46.6199696
03661-000;-23.524941100000003;-46.501422999999996;04633-000;-23.6349683;-46.6652248
03813-000;-23.4890349;-46.4739139;04256-000;-23.6295049;-46.5908287
05586-000;-23.573300500000002;-46.7273775;05359-000;-23.571451999999997;-46.74390560000001
01530-000;-23.569494600000002;-46.6308205;04671-000;-23.653649100000003;-46.684566100000005
03638-000;-23.529314199999998;-46.54001780000001;05632-000;-23.601953899999998;-46.73376029999999
02017-000;-23.5000629;-46.6302681;03507-000;-23.5373376;-46.5401735
04549-000;-23.6032927;-46.676712;04186-000;-23.644471399999997;-46.598017999999996
03905-000;-23.5789139;-46.5144605;05791-000;-23.6459947;-46.782922
03281-000;-23.581961800000002;-46.552287299999996;04041-000;-23.6013552;-46.6397316
02122-000;-23.5061454;-46.5906823;05763-000;-23.6431842;-46.7619836
04833-000;-23.7383177;-46.70028920000001;04530-000;-23.5840174;-46.673654799999994
04162-000;-23.6279659;-46.6132254;04012-000;-23.5821128;-46.6456512
04602-000;-23.624464899999996;-46.6834867;04216-000;-23.591155999999998;-46.5988416
02351-000;-23.4549684;-46.600414;04297-000;-23.6317848;-46.6046343
04618-000;-23.626813600000002;-46.67787740000001;04141-000;-23.608222100000003;-46.6291009
02119-000;-23.517542300000002;-46.58912479999999;03119-000;-23.5627417;-46.59630689999999
03564-000;-23.5368561;-46.4945015;03560-000;-23.546207199999998;-46.500950599999996
03253-000;-23.607201999999997;-46.5317529;04088-000;-23.603094199999997;-46.6586742
08120-000;-23.5002972;-46.3936691;04531-000;-23.5810457;-46.675657799999996
04535-000;-23.590548899999998;-46.6759664;04272-000;-23.5955019;-46.617968700000006
08235-000;-23.5184016;-46.458015;08060-000;-23.502655100000002;-46.453131799999994
01530-000;-23.569494600000002;-46.6308205;03912-000;-23.5815255;-46.522881
02377-000;-23.459546399999997;-46.6312974;05350-000;-23.569893;-46.76019429999999
04243-000;-23.6261313;-46.58659;01420-000;-23.5657588;-46.6551785
08260-000;-23.5761294;-46.444494799999994;05386-000;-23.5665628;-46.757668
03380-000;-23.575588600000003;-46.5312685;01403-000;-23.569487300000002;-46.6541838
02537-000;-23.490485500000002;-46.6533609;03011-000;-23.537434899999997;-46.616271399999995
03311-000;-23.547731699999996;-46.5635172;01545-000;-23.578236999999998;-46.6216472
08485-000;-23.596900100000003;-46.40456349999999;04116-000;-23.59211;-46.6274492
03905-000;-23.5789139;-46.5144605;05133-000;-23.503157199999997;-46.7467325
08215-000;-23.5392118;-46.4466061;03349-000;-23.5665625;-46.5617682
03053-000;-23.5426532;-46.60707619999999;04011-000;-23.5775708;-46.642701
05088-000;-23.522285500000002;-46.72725820000001;04088-000;-23.603094199999997;-46.6586742
03978-000;-23.616174800000003;-46.502007;04741-000;-23.650104100000004;-46.6964938
02611-000;-23.471459399999997;-46.6665266;04140-000;-23.607492699999998;-46.633682799999995
03978-000;-23.616174800000003;-46.502007;01531-000;-23.5715228;-46.6313181
02883-000;-23.4447594;-46.7141005;03513-000;-23.5391078;-46.52408459999999
04401-000;-23.662454699999998;-46.6643689;04711-000;-23.6333085;-46.6920369
02342-000;-23.4739185;-46.6110809;02404-000;-23.4914859;-46.629399799999995
04571-000;-23.6069438;-46.6954541;03274-000;-23.576575899999998;-46.55659170000001
04763-000;-23.668677300000002;-46.7169915;05012-000;-23.5426269;-46.6740414
02553-000;-23.4992609;-46.6657703;03112-000;-23.5497004;-46.5960461
03625-000;-23.5143235;-46.5114946;05017-000;-23.5419693;-46.6833889
05026-000;-23.5314802;-46.6900633;04294-000;-23.619147299999998;-46.6072005
04363-000;-23.6482796;-46.669374;03166-000;-23.5497004;-46.5960461
04812-000;-23.7185026;-46.6917771;04578-000;-23.610003600000002;-46.6975469
02671-000;-23.4677562;-46.6647377;04603-000;-23.629902800000004;-46.687042
02532-000;-23.4966587;-46.6596646;03402-000;-23.542047600000004;-46.5489521
04278-000;-23.6022375;-46.61010599999999;03147-000;-23.596651899999998;-46.5698414
02368-000;-23.4120629;-46.5837615;04776-000;-23.6800642;-46.70624129999999
03378-000;-23.570835;-46.54151969999999;01404-000;-23.566854100000004;-46.654103899999996
04310-000;-23.6320534;-46.6409684;03134-000;-23.584879;-46.5843266
02335-000;-23.4816915;-46.617743299999994;05021-000;-23.5326785;-46.6844178
03281-000;-23.581961800000002;-46.552287299999996;05633-000;-23.5999456;-46.73938709999999
04741-000;-23.650104100000004;-46.6964938;03924-000;-23.6002014;-46.511939700000006
02618-000;-23.4672864;-46.65075760000001;04932-000;-23.677018;-46.7553312
04537-000;-23.587918300000002;-46.6789831;05624-000;-23.5941859;-46.7277117
03350-000;-23.571315;-46.5621907;04545-000;-23.5970201;-46.67619759999999
01426-000;-23.5647685;-46.66693490000001;01533-000;-23.573915200000002;-46.63928610000001
03195-000;-23.566570600000002;-46.5879757;05726-000;-23.6195342;-46.73485609999999
02032-000;-23.5108652;-46.62393669999999;05411-000;-23.5560427;-46.679588200000005
01526-000;-23.5641757;-46.631494;04565-000;-23.6122034;-46.68773839999999
04216-000;-23.591155999999998;-46.5988416;03618-000;-23.517275899999998;-46.52123710000001
03874-000;-23.5118682;-46.495594700000005;03245-000;-23.604750199999998;-46.5349179
03515-000;-23.5381596;-46.5279816;05805-000;-23.650724399999998;-46.732739200000005
03821-000;-23.4890401;-46.5030656;01007-000;-23.5510087;-46.636396500000004
03813-000;-23.4890349;-46.4739139;04514-000;-23.6005164;-46.6723266
03043-000;-23.5521669;-46.6123188;02618-000;-23.4672864;-46.65075760000001
03322-000;-23.549224399999996;-46.56804279999999;01206-000;-23.5366058;-46.6421596
02842-000;-23.4764598;-46.68723079999999;02249-000;-23.489499;-46.5967718
03311-000;-23.547731699999996;-46.5635172;05763-000;-23.6431842;-46.7619836
04782-000;-23.6869771;-46.7036182;05639-000;-23.6091;-46.739991499999995
05303-000;-23.528672699999998;-46.7297698;04011-000;-23.5775708;-46.642701
03373-000;-23.5748617;-46.5517619;08382-000;-23.6210734;-46.4128792
05520-000;-23.589424800000003;-46.72932479999999;01415-000;-23.5534628;-46.65831379999999
04347-000;-23.6411413;-46.6468169;05875-000;-23.697806399999997;-46.782678000000004
04311-000;-23.633986;-46.637952500000004;03449-000;-23.556289899999996;-46.525422999999996
01230-000;-23.53611;-46.6569622;02920-000;-23.4911086;-46.7177239
03725-000;-23.5087473;-46.518111100000006;04571-000;-23.6069438;-46.6954541
02671-000;-23.4677562;-46.6647377;05528-000;-23.597131100000002;-46.7508475
03721-000;-23.504566600000004;-46.526903000000004;08280-000;-23.557155899999998;-46.466515799999996
08280-000;-23.557155899999998;-46.466515799999996;02925-000;-23.5008851;-46.69974939999999
08072-000;-23.4864311;-46.45973529999999;03185-000;-23.5566908;-46.594386799999995
05029-000;-23.5413651;-46.692939100000004;04104-000;-23.576590200000002;-46.6406904
02808-000;-23.4697454;-46.7013179;03732-000;-23.509199399999996;-46.53335939999999
04846-000;-23.7570314;-46.67657;08215-000;-23.5392118;-46.4466061
02347-000;-23.463403699999997;-46.607618;03685-000;-23.5247247;-46.4778499
05351-000;-23.5587451;-46.76027029999999;03966-000;-23.5995387;-46.4785148
08191-000;-23.4834662;-46.3828667;08461-000;-23.560679;-46.4032732
03424-000;-23.550636100000002;-46.540859000000005;04080-000;-23.6072353;-46.661869300000006
08452-000;-23.541463399999998;-46.39246869999999;04130-000;-23.604414000000002;-46.6199696
03921-000;-23.5923018;-46.51660210000001;05051-000;-23.5282375;-46.701629600000004
08032-000;-23.5151618;-46.42423410000001;04212-000;-23.5904658;-46.603728499999995
03276-000;-23.5775878;-46.5484505;05176-000;-23.469710100000004;-46.7479709
02279-000;-23.461032;-46.575891999999996;04812-000;-23.7185026;-46.6917771
02402-000;-23.4981575;-46.62575589999999;05435-000;-23.551359299999998;-46.690715600000004
04270-000;-23.5909812;-46.6132789;05051-000;-23.5282375;-46.701629600000004
05077-000;-23.5193722;-46.7212763;04580-000;-23.6183035;-46.6864506
03909-000;-23.5869914;-46.5103799;04661-000;-23.657746600000003;-46.6789846
04530-000;-23.5840174;-46.673654799999994;04048-000;-23.607192899999998;-46.6402775
04821-000;-23.7261738;-46.6838141;03112-000;-23.5497004;-46.5960461
04853-000;-23.769178;-46.6795727;04567-000;-23.6142158;-46.6892479
03568-000;-23.5430935;-46.4807749;03081-000;-23.5340347;-46.5746603
04474-000;-23.7102365;-46.637952500000004;03664-000;-23.5265715;-46.4984963
04703-000;-23.6231763;-46.6888239;04304-000;-23.6268109;-46.6346073
03937-000;-23.585983600000002;-46.50101189999999;05415-000;-23.5650402;-46.6809885
03215-000;-23.6082789;-46.5576499;03731-000;-23.5087485;-46.534426399999994
03627-000;-23.511553;-46.505886;04578-000;-23.610003600000002;-46.6975469
08021-000;-23.4977936;-46.4411451;03059-000;-23.5386881;-46.5915304
04613-000;-23.6138764;-46.66932689999999;02078-000;-23.5024455;-46.59567979999999
03312-000;-23.5437272;-46.5614093;04865-000;-23.7756665;-46.7196292
04194-000;-23.635277;-46.615602700000004;05410-000;-23.557603;-46.67698739999999
03917-000;-23.5858756;-46.5215974;03167-000;-23.5666143;-46.5877553
01022-000;-23.5448448;-46.6334325;04621-000;-23.623531200000002;-46.6844136
04277-000;-23.6002646;-46.6113509;01548-000;-23.5788647;-46.6130809
04904-000;-23.6702544;-46.735504399999996;03066-000;-23.5377129;-46.5748489
03129-000;-23.581913;-46.59102439999999;04205-000;-23.5810908;-46.605915700000004
04444-000;-23.687969600000002;-46.69015039999999;04423-000;-23.687147500000002;-46.634936700000004
02993-000;-23.4518799;-46.730604;05466-000;-23.550872100000003;-46.7178609
03940-000;-23.5915802;-46.4999995;04517-000;-23.6058219;-46.672652500000005
05866-000;-23.6812929;-46.7697651;05116-000;-23.5122465;-46.7472719
03270-000;-23.6004604;-46.520452299999995;05641-000;-23.6181947;-46.73696959999999
02235-000;-23.479388;-46.581889700000005;04160-000;-23.6251668;-46.61081739999999
08275-000;-23.568724300000003;-46.475454;04739-000;-23.6463908;-46.7004232
02122-000;-23.5061454;-46.5906823;05089-000;-23.5213866;-46.7242796
03944-000;-23.6014749;-46.493300899999994;04153-000;-23.6262893;-46.62476029999999
08270-000;-23.5681771;-46.46865589999999;02275-000;-23.466046399999996;-46.591761
01022-000;-23.5448448;-46.6334325;05019-000;-23.5333315;-46.6812918
01318-000;-23.5565297;-46.640088299999995;02460-000;-23.491554500000003;-46.6364297
05795-000;-23.637305800000004;-46.77945130000001;03126-000;-23.581913;-46.59102439999999
04816-000;-23.7052401;-46.68550140000001;04421-000;-23.6920122;-46.6403652
03937-000;-23.585983600000002;-46.50101189999999;05443-000;-23.5531999;-46.6958286
03633-000;-23.529278;-46.5471732;03386-000;-23.580819199999997;-46.5276954
04516-000;-23.604099800000004;-46.66959809999999;04132-000;-23.6121926;-46.618052
04195-000;-23.6569719;-46.61322879999999;04543-000;-23.5901692;-46.68049370000001
05860-000;-23.6648001;-46.7673066;05351-000;-23.5587451;-46.76027029999999
03270-000;-23.6004604;-46.520452299999995;04088-000;-23.603094199999997;-46.6586742
02257-000;-23.472153100000003;-46.5825076;04739-000;-23.6463908;-46.7004232
08280-000;-23.557155899999998;-46.466515799999996;02919-000;-23.4931682;-46.71574100000001
04782-000;-23.6869771;-46.7036182;03880-000;-23.5075969;-46.4897779
02206-000;-23.483197600000004;-46.5964561;04635-000;-23.639214499999998;-46.6697131
01410-000;-23.564249;-46.6623807;01405-000;-23.5636072;-46.653697799999996
03257-000;-23.611393600000003;-46.528966100000005;04296-000;-23.618373899999998;-46.6055364
04646-000;-23.6433516;-46.674806700000005;03128-000;-23.5789133;-46.586878999999996
03168-000;-23.5497004;-46.5960461;03058-000;-23.537906399999997;-46.58828200000001
02854-000;-23.458472399999998;-46.697457299999996;05633-000;-23.5999456;-46.73938709999999
02167-000;-23.511894899999998;-46.57488679999999;02406-000;-23.488564800000002;-46.6314826
03758-000;-23.5045804;-46.50001899999999;04833-000;-23.7383177;-46.70028920000001
03693-000;-23.532216100000003;-46.4785658;02750-000;-23.4923642;-46.6827123
04401-000;-23.662454699999998;-46.6643689;04054-000;-23.616044;-46.6429234
04207-000;-23.5903319;-46.602667700000005;01156-000;-23.528102899999997;-46.6662922
03694-000;-23.539846100000002;-46.47656629999999;05449-000;-23.547218700000002;-46.705991600000004
05119-000;-23.4974503;-46.73553029999999;04436-000;-23.6727271;-46.672344700000004
04054-000;-23.616044;-46.6429234;03688-000;-23.5287072;-46.4839602
04456-000;-23.6851294;-46.6771736;01240-000;-23.544088600000002;-46.65801279999999
08090-000;-23.4822801;-46.4313554;03650-000;-23.5269792;-46.521116
08032-000;-23.5151618;-46.42423410000001;05056-000;-23.5312182;-46.7045042
03693-000;-23.532216100000003;-46.4785658;04717-000;-23.635460000000002;-46.6984727
05340-000;-23.5677919;-46.7295179;04723-000;-23.6465788;-46.708157799999995
03944-000;-23.6014749;-46.493300899999994;02912-000;-23.504873;-46.707336600000005
05707-000;-23.635485;-46.72488380000001;05347-000;-23.569893;-46.76019429999999
02126-000;-23.503565899999998;-46.592580600000005;04709-000;-23.6333085;-46.6920369
02809-000;-23.472699300000002;-46.7046597;04734-000;-23.6486831;-46.7029558
04337-000;-23.6617927;-46.6441879;03275-000;-23.590130600000002;-46.5522611
03573-000;-23.556955399999996;-46.511816700000004;08215-000;-23.5392118;-46.4466061
02474-000;-23.477487300000004;-46.6544047;03943-000;-23.6023787;-46.48715079999999
02734-000;-23.4911268;-46.695286100000004;05024-000;-23.5313327;-46.687177399999996
03133-000;-23.5858581;-46.5843358;03211-000;-23.599554100000002;-46.5511073
03156-000;-23.5811754;-46.5698414;02721-000;-23.471459399999997;-46.6665266
08060-000;-23.502655100000002;-46.453131799999994;01529-000;-23.5675926;-46.6337305
03263-000;-23.587513100000002;-46.54695770000001;04728-000;-23.6369116;-46.71521729999999
01022-000;-23.5448448;-46.6334325;04639-000;-23.634657100000002;-46.6860244
03560-000;-23.546207199999998;-46.500950599999996;03432-000;-23.558143899999997;-46.5382289
03553-000;-23.5339879;-46.505422100000004;04513-000;-23.5976017;-46.6727025
08220-000;-23.5367422;-46.46762400000001;03122-000;-23.568577800000003;-46.5909925
04833-000;-23.7383177;-46.70028920000001;02422-000;-23.4714684;-46.6371756
08295-000;-23.547291199999997;-46.45012020000001;02615-000;-23.472797500000002;-46.65288779999999
03817-000;-23.4923465;-46.493419200000005;02466-000;-23.498122;-46.641103
02368-000;-23.4120629;-46.5837615;02331-000;-23.4875976;-46.6228756
